Site,Date,Observer,Transect,Heading,Quad,Taxa,Size.mm 
Breast,8/1/16,LB,2,330,11,Chiton,13
Breast,8/1/16,LB,2,330,11,Chiton,12
Breast,8/1/16,LB,2,330,11,Chiton,15
Breast,8/1/16,LB,2,330,11,Chiton,5
Breast,8/1/16,LB,2,330,11,Chiton,7
Breast,8/1/16,LB,2,330,11,Chiton,10
Breast,8/1/16,LB,2,330,11,Margarites,9
Breast,8/1/16,LB,2,330,11,Margarites,8
Breast,8/1/16,LB,2,330,11,Margarites,6
Breast,8/1/16,LB,2,330,11,Margarites,8
Breast,8/1/16,LB,2,330,12,Tegula pulligo,6
Breast,8/1/16,LB,2,330,12,Tegula brunnea,10
Breast,8/1/16,LB,2,330,12,Acmaea.mitra,11
Breast,8/1/16,LB,2,330,12,Acmaea.mitra,6
Breast,8/1/16,LB,2,330,12,Chiton,10
Breast,8/1/16,LB,2,330,12,Chiton,9
Breast,8/1/16,LB,2,330,12,Chiton,12
Breast,8/1/16,LB,2,330,12,Chiton,11
Breast,8/1/16,LB,2,330,12,Margarites,7
Breast,8/1/16,LB,2,330,12,Limpet.round.brown,17
Breast,8/1/16,LB,2,330,12,Limpet.round.brown,14
Breast,8/1/16,LB,2,330,12,Limpet.round.brown,15
Breast,8/1/16,LB,2,330,13,Tegula brunnea,8
Breast,8/1/16,LB,2,330,13,Acmaea.mitra,10
Breast,8/1/16,LB,2,330,13,Acmaea.mitra,11
Breast,8/1/16,LB,2,330,13,Chiton,24
Breast,8/1/16,LB,2,330,13,Chiton,13
Breast,8/1/16,LB,2,330,13,Fissurella,15
Breast,8/1/16,LB,2,330,13,Limpet.round.brown,20
Breast,8/1/16,LB,2,330,13,Margarites,8
Breast,8/1/16,LB,2,330,13,Margarites,7
Breast,8/1/16,LB,2,330,13,Margarites,7
Breast,8/1/16,LB,2,330,13,Margarites,8
Breast,8/1/16,LB,2,330,14,Acmaea.mitra,6
Breast,8/1/16,LB,2,330,14,Chiton,19
Breast,8/1/16,LB,2,330,14,Chiton,12
Breast,8/1/16,LB,2,330,14,Margarites,5
Breast,8/1/16,LB,2,330,14,Margarites,9
Breast,8/1/16,LB,2,330,15,Strongylocentrotus droebachiensis,15
Breast,8/1/16,LB,2,330,15,Tegula brunnea,26
Breast,8/1/16,LB,2,330,15,Tegula brunnea,27
Breast,8/1/16,LB,2,330,15,Calliostoma.ligatum,12
Breast,8/1/16,LB,2,330,15,Limpet.long.flat,8
Breast,8/1/16,LB,2,330,15,Margarites,6
Breast,8/1/16,LB,2,330,15,Margarites,6
Breast,8/1/16,LB,2,330,15,Fissurella,15
Monastary,8/25/16,SCL,1,75,1,Calliostoma.ligatum,14
Monastary,8/25/16,SCL,1,75,1,Calliostoma.ligatum,11
Monastary,8/25/16,SCL,1,75,1,Calliostoma.annulatum,13
Monastary,8/25/16,SCL,1,75,1,Calliostoma.annulatum,15
Monastary,8/25/16,SCL,1,75,1,Pomaulax.gibberosa ,15
Monastary,8/25/16,SCL,1,75,1,Strongylocentrotus purpuratus,37
Monastary,8/25/16,SCL,1,75,1,Strongylocentrotus purpuratus,40
Monastary,8/25/16,SCL,1,75,1,Strongylocentrotus purpuratus,42
Monastary,8/25/16,SCL,1,75,1,Strongylocentrotus purpuratus,49
Monastary,8/25/16,SCL,1,75,1,Strongylocentrotus purpuratus,52
Monastary,8/25/16,SCL,1,75,1,Strongylocentrotus purpuratus,39
Monastary,8/25/16,SCL,1,75,1,Strongylocentrotus purpuratus,24
Monastary,8/25/16,SCL,1,75,2,Strongylocentrotus purpuratus,60
Monastary,8/25/16,SCL,1,75,2,Strongylocentrotus purpuratus,41
Monastary,8/25/16,SCL,1,75,3,Pomaulax.gibberosa ,44
Monastary,8/25/16,SCL,1,75,3,Pomaulax.gibberosa ,19
Monastary,8/25/16,SCL,1,75,3,Tonicella lokii,2.8
Monastary,8/25/16,SCL,1,75,3,Acmaea.mitra,8
Monastary,8/25/16,SCL,1,75,4,Pomaulax.gibberosa ,20
Monastary,8/25/16,SCL,1,75,4,Tegula sp.,19
Monastary,8/25/16,SCL,1,75,5,Calliostoma.ligatum,15
Monastary,8/25/16,SCL,1,75,5,Pomaulax.gibberosa ,32
Monastary,8/25/16,SCL,1,75,5,Pomaulax.gibberosa ,41
Monastary,8/25/16,SCL,1,75,5,Pomaulax.gibberosa ,43
Monastary,8/25/16,SCL,1,75,5,Strongylocentrotus purpuratus,42
Monastary,8/25/16,SCL,1,75,5,Strongylocentrotus purpuratus,31
Monastary,8/25/16,SCL,1,75,5,Strongylocentrotus purpuratus,61
Monastary,8/25/16,SCL,1,75,5,Strongylocentrotus purpuratus,59
Monastary,8/25/16,SCL,1,75,5,Strongylocentrotus purpuratus,43
Monastary,8/25/16,SCL,1,75,5,Strongylocentrotus purpuratus,45
Monastary,8/25/16,SCL,1,75,5,Strongylocentrotus purpuratus,44
Monastary,8/25/16,SCL,1,75,5,Tegula sp.,19
Monastary,8/25/16,SCL,1,75,6,Strongylocentrotus purpuratus,40
Monastary,8/25/16,SCL,1,75,6,Tegula sp.,14
Monastary,8/25/16,SCL,1,75,6,Tegula sp.,19
Monastary,8/25/16,SCL,1,75,6,Tegula sp.,23
Monastary,8/25/16,SCL,1,75,6,Tegula sp.,24
Monastary,8/25/16,SCL,1,75,7,Pomaulax.gibberosa ,17
Monastary,8/25/16,SCL,1,75,7,Tegula sp.,21
Monastary,8/25/16,SCL,1,75,8,Pomaulax.gibberosa ,15
Monastary,8/25/16,SCL,1,75,8,Strongylocentrotus purpuratus,35
Monastary,8/25/16,SCL,1,75,8,Strongylocentrotus purpuratus,38
Monastary,8/25/16,SCL,1,75,8,Strongylocentrotus purpuratus,42
Monastary,8/25/16,SCL,1,75,8,Strongylocentrotus purpuratus,34
Monastary,8/25/16,SCL,1,75,8,Strongylocentrotus purpuratus,47
Monastary,8/25/16,SCL,1,75,8,Strongylocentrotus purpuratus,61
Monastary,8/25/16,SCL,1,75,8,Strongylocentrotus purpuratus,31
Monastary,8/25/16,SCL,1,75,8,Strongylocentrotus purpuratus,40
Monastary,8/25/16,SCL,1,75,8,Strongylocentrotus purpuratus,39
Monastary,8/25/16,SCL,1,75,8,Tonicella lokii,28
Monastary,8/25/16,SCL,1,75,8,Tegula sp.,15
Monastary,8/25/16,SCL,1,75,9,Pomaulax.gibberosa ,16
Monastary,8/25/16,SCL,1,75,9,Tegula sp.,16
Monastary,8/25/16,SCL,1,75,9,Tegula sp.,14
Monastary,8/25/16,SCL,1,75,9,Tegula sp.,15
Monastary,8/25/16,SCL,1,75,10,Strongylocentrotus purpuratus,36
Monastary,8/25/16,SCL,1,75,10,Strongylocentrotus purpuratus,36
Monastary,8/25/16,SCL,1,75,10,Strongylocentrotus purpuratus,39
Monastary,8/25/16,SCL,1,75,10,Strongylocentrotus purpuratus,45
Monastary,8/25/16,SCL,1,75,10,Strongylocentrotus purpuratus,15
Monastary,8/25/16,SCL,1,75,10,Tonicella lokii,25
Monastary,8/25/16,SCL,1,75,10,Tonicella lokii,19
Monastary,8/25/16,SCL,1,75,10,Tegula sp.,7
Monastary,8/25/16,SCL,1,75,10,Tegula sp.,19
Monastary,8/25/16,SCL,1,75,10,Strongylocentrotus franciscanus,67
Monastary,8/25/16,SCL,1,75,11,Strongylocentrotus purpuratus,47
Monastary,8/25/16,SCL,1,75,11,Strongylocentrotus purpuratus,46
Monastary,8/25/16,SCL,1,75,11,Strongylocentrotus purpuratus,41
Monastary,8/25/16,SCL,1,75,11,Strongylocentrotus purpuratus,41
Monastary,8/25/16,SCL,1,75,11,Strongylocentrotus purpuratus,38
Monastary,8/25/16,SCL,1,75,11,Strongylocentrotus purpuratus,38
Monastary,8/25/16,SCL,1,75,11,Strongylocentrotus purpuratus,49
Monastary,8/25/16,SCL,1,75,11,Strongylocentrotus purpuratus,21
Monastary,8/25/16,SCL,1,75,11,Strongylocentrotus purpuratus,48
Monastary,8/25/16,SCL,1,75,11,Strongylocentrotus purpuratus,23
Monastary,8/25/16,SCL,1,75,11,Tonicella leneata,31
Monastary,8/25/16,SCL,1,75,11,Tonicella lokii,25
Monastary,8/25/16,SCL,1,75,11,Tegula sp.,16
Monastary,8/25/16,SCL,1,75,11,Tegula sp.,15
Monastary,8/25/16,SCL,1,75,11,Tegula sp.,14
Monastary,8/25/16,SCL,1,75,11,Tegula sp.,13
Monastary,8/25/16,SCL,1,75,11,Tegula sp.,17
Monastary,8/25/16,SCL,1,75,11,Calliostoma.annulatum,18
Monastary,8/25/16,SCL,1,75,11,Acmaea.mitra,22
Monastary,8/25/16,SCL,1,75,11,Acmaea.mitra,7
Monastary,8/25/16,SCL,1,75,12,Strongylocentrotus purpuratus,32
Monastary,8/25/16,SCL,1,75,12,Strongylocentrotus purpuratus,37
Monastary,8/25/16,SCL,1,75,12,Strongylocentrotus purpuratus,40
Monastary,8/25/16,SCL,1,75,12,Strongylocentrotus purpuratus,18
Monastary,8/25/16,SCL,1,75,12,Tonicella lokii,18
Monastary,8/25/16,SCL,1,75,12,Tegula sp.,14
Monastary,8/25/16,SCL,1,75,12,Tegula sp.,14
Monastary,8/25/16,SCL,1,75,12,Tegula sp.,14
Monastary,8/25/16,SCL,1,75,12,Tegula sp.,14
Monastary,8/25/16,SCL,1,75,12,Calliostoma.annulatum,13
Monastary,8/25/16,SCL,1,75,12,Calliostoma.annulatum,12
Monastary,8/25/16,SCL,1,75,12,Calliostoma.annulatum,19
Monastary,8/25/16,SCL,1,75,13,Strongylocentrotus purpuratus,36
Monastary,8/25/16,SCL,1,75,13,Strongylocentrotus purpuratus,31
Monastary,8/25/16,SCL,1,75,13,Strongylocentrotus purpuratus,36
Monastary,8/25/16,SCL,1,75,13,Strongylocentrotus purpuratus,41
Monastary,8/25/16,SCL,1,75,13,Strongylocentrotus purpuratus,45
Monastary,8/25/16,SCL,1,75,13,Strongylocentrotus purpuratus,36
Monastary,8/25/16,SCL,1,75,13,Strongylocentrotus purpuratus,34
Monastary,8/25/16,SCL,1,75,13,Strongylocentrotus purpuratus,19
Monastary,8/25/16,SCL,1,75,13,Tegula sp.,20
Monastary,8/25/16,SCL,1,75,13,Tegula sp.,20
Monastary,8/25/16,SCL,1,75,13,Tegula sp.,15
Monastary,8/25/16,SCL,1,75,13,Tegula sp.,14
Monastary,8/25/16,SCL,1,75,13,Acmaea.mitra,16
Monastary,8/25/16,SCL,1,75,13,Pomaulax.gibberosa ,12
Monastary,8/25/16,SCL,1,75,13,Pomaulax.gibberosa ,12
Monastary,8/25/16,SCL,1,75,13,Pomaulax.gibberosa ,13
Monastary,8/25/16,SCL,1,75,13,Pomaulax.gibberosa ,14
Monastary,8/25/16,SCL,1,75,14,Strongylocentrotus purpuratus,47
Monastary,8/25/16,SCL,1,75,14,Strongylocentrotus purpuratus,32
Monastary,8/25/16,SCL,1,75,14,Strongylocentrotus purpuratus,48
Monastary,8/25/16,SCL,1,75,14,Strongylocentrotus purpuratus,41
Monastary,8/25/16,SCL,1,75,14,Strongylocentrotus purpuratus,51
Monastary,8/25/16,SCL,1,75,14,Strongylocentrotus purpuratus,42
Monastary,8/25/16,SCL,1,75,14,Strongylocentrotus purpuratus,44
Monastary,8/25/16,SCL,1,75,14,Strongylocentrotus purpuratus,45
Monastary,8/25/16,SCL,1,75,14,Strongylocentrotus purpuratus,8
Monastary,8/25/16,SCL,1,75,14,Tonicella leneata,14
Monastary,8/25/16,SCL,1,75,14,Tegula sp.,19
Monastary,8/25/16,SCL,1,75,14,Tegula sp.,23
Monastary,8/25/16,SCL,1,75,14,Pomaulax.gibberosa ,22
Monastary,8/25/16,SCL,1,75,14,Strongylocentrotus franciscanus,22
Monastary,8/25/16,SCL,1,75,15,Strongylocentrotus purpuratus,37
Monastary,8/25/16,SCL,1,75,15,Strongylocentrotus purpuratus,51
Monastary,8/25/16,SCL,1,75,15,Strongylocentrotus purpuratus,21
Monastary,8/25/16,SCL,1,75,15,Tonicella leneata,2.8
Monastary,8/25/16,SCL,1,75,15,Tegula sp.,15
Monastary,8/25/16,SCL,1,75,15,Tegula sp.,18
Monastary,8/25/16,SCL,1,75,15,Acmaea.mitra,8
Monastary,8/25/16,SCL,1,75,15,Acmaea.mitra,8
Monastary,8/25/16,SCL,1,75,15,Acmaea.mitra,7
Monastary,8/25/16,SCL,1,75,15,Acmaea.mitra,9
Monastary,8/25/16,SCL,1,75,15,Pomaulax.gibberosa ,17
Monastary,9/1/16,SCL,2,120,1,Strongylocentrotus purpuratus,47
Monastary,9/1/16,SCL,2,120,1,Strongylocentrotus purpuratus,63
Monastary,9/1/16,SCL,2,120,1,Strongylocentrotus purpuratus,56
Monastary,9/1/16,SCL,2,120,1,Strongylocentrotus purpuratus,41
Monastary,9/1/16,SCL,2,120,1,Strongylocentrotus purpuratus,32
Monastary,9/1/16,SCL,2,120,1,Strongylocentrotus purpuratus,48
Monastary,9/1/16,SCL,2,120,1,Strongylocentrotus purpuratus,12
Monastary,9/1/16,SCL,2,120,1,Strongylocentrotus purpuratus,10
Monastary,9/1/16,SCL,2,120,1,Strongylocentrotus purpuratus,8
Monastary,9/1/16,SCL,2,120,1,Acmaea.mitra,12
Monastary,9/1/16,SCL,2,120,1,Acmaea.mitra,8
Monastary,9/1/16,SCL,2,120,1,Acmaea.mitra,9
Monastary,9/1/16,SCL,2,120,1,Pomaulax.gibberosa ,18
Monastary,9/1/16,SCL,2,120,1,Pomaulax.gibberosa ,19
Monastary,9/1/16,SCL,2,120,1,Tegula sp.,17
Monastary,9/1/16,SCL,2,120,1,Tegula sp.,21
Monastary,9/1/16,SCL,2,120,1,Tegula sp.,16
Monastary,9/1/16,SCL,2,120,1,Calliostoma.annulatum,23
Monastary,9/1/16,SCL,2,120,1,Calliostoma.ligatum,22
Monastary,9/1/16,SCL,2,120,1,Calliostoma.ligatum,27
Monastary,9/1/16,SCL,2,120,2,Tonicella leneata,34
Monastary,9/1/16,SCL,2,120,2,Tonicella leneata,20
Monastary,9/1/16,SCL,2,120,2,Tonicella lokii,18
Monastary,9/1/16,SCL,2,120,2,Strongylocentrotus franciscanus,83
Monastary,9/1/16,SCL,2,120,2,Strongylocentrotus franciscanus,64
Monastary,9/1/16,SCL,2,120,2,Strongylocentrotus franciscanus,71
Monastary,9/1/16,SCL,2,120,2,Strongylocentrotus purpuratus,32
Monastary,9/1/16,SCL,2,120,2,Strongylocentrotus purpuratus,48
Monastary,9/1/16,SCL,2,120,2,Strongylocentrotus purpuratus,45
Monastary,9/1/16,SCL,2,120,2,Strongylocentrotus purpuratus,51
Monastary,9/1/16,SCL,2,120,2,Strongylocentrotus purpuratus,46
Monastary,9/1/16,SCL,2,120,2,Tegula sp.,14
Monastary,9/1/16,SCL,2,120,2,Tegula sp.,13
Monastary,9/1/16,SCL,2,120,2,Tegula sp.,18
Monastary,9/1/16,SCL,2,120,2,Tegula sp.,21
Monastary,9/1/16,SCL,2,120,2,Acmaea.mitra,19
Monastary,9/1/16,SCL,2,120,3,Pomaulax.gibberosa ,11
Monastary,9/1/16,SCL,2,120,3,Pomaulax.gibberosa ,19
Monastary,9/1/16,SCL,2,120,3,Calliostoma.ligatum,18
Monastary,9/1/16,SCL,2,120,3,Tegula sp.,14
Monastary,9/1/16,SCL,2,120,3,Tegula sp.,18
Monastary,9/1/16,SCL,2,120,3,Strongylocentrotus purpuratus,23
Monastary,9/1/16,SCL,2,120,3,Strongylocentrotus purpuratus,35
Monastary,9/1/16,SCL,2,120,4,Pomaulax.gibberosa ,27
Monastary,9/1/16,SCL,2,120,4,Strongylocentrotus purpuratus,27
Monastary,9/1/16,SCL,2,120,4,Strongylocentrotus purpuratus,34
Monastary,9/1/16,SCL,2,120,4,Strongylocentrotus purpuratus,47
Monastary,9/1/16,SCL,2,120,4,Strongylocentrotus purpuratus,52
Monastary,9/1/16,SCL,2,120,4,Strongylocentrotus purpuratus,41
Monastary,9/1/16,SCL,2,120,4,Strongylocentrotus purpuratus,23
Monastary,9/1/16,SCL,2,120,4,Calliostoma.annulatum,23
Monastary,9/1/16,SCL,2,120,4,Calliostoma.annulatum,20
Monastary,9/1/16,SCL,2,120,4,Calliostoma.ligatum,19
Monastary,9/1/16,SCL,2,120,4,Tonicella leneata,18
Monastary,9/1/16,SCL,2,120,5,Strongylocentrotus purpuratus,19
Monastary,9/1/16,SCL,2,120,5,Strongylocentrotus purpuratus,22
Monastary,9/1/16,SCL,2,120,5,Strongylocentrotus purpuratus,45
Monastary,9/1/16,SCL,2,120,5,Strongylocentrotus purpuratus,56
Monastary,9/1/16,SCL,2,120,5,Strongylocentrotus purpuratus,36
Monastary,9/1/16,SCL,2,120,5,Strongylocentrotus purpuratus,38
Monastary,9/1/16,SCL,2,120,5,Strongylocentrotus purpuratus,21
Monastary,9/1/16,SCL,2,120,5,Strongylocentrotus purpuratus,44
Monastary,9/1/16,SCL,2,120,5,Strongylocentrotus purpuratus,9
Monastary,9/1/16,SCL,2,120,5,Strongylocentrotus purpuratus,21
Monastary,9/1/16,SCL,2,120,5,Strongylocentrotus purpuratus,45
Monastary,9/1/16,SCL,2,120,5,Strongylocentrotus purpuratus,41
Monastary,9/1/16,SCL,2,120,5,Pomaulax.gibberosa ,22
Monastary,9/1/16,SCL,2,120,5,Pomaulax.gibberosa ,23
Monastary,9/1/16,SCL,2,120,5,Strongylocentrotus franciscanus,67
Monastary,9/1/16,SCL,2,120,5,Acmaea.mitra,21
Monastary,9/1/16,SCL,2,120,5,Tegula sp.,34
Monastary,9/1/16,SCL,2,120,5,Tegula sp.,23
Monastary,9/1/16,SCL,2,120,5,Tegula sp.,20
Monastary,9/1/16,SCL,2,120,5,Tegula sp.,19
Monastary,9/1/16,SCL,2,120,5,Calliostoma.annulatum,30
Monastary,9/1/16,SCL,2,120,6,Strongylocentrotus purpuratus,22
Monastary,9/1/16,SCL,2,120,6,Strongylocentrotus purpuratus,54
Monastary,9/1/16,SCL,2,120,6,Strongylocentrotus purpuratus,9
Monastary,9/1/16,SCL,2,120,6,Strongylocentrotus purpuratus,21
Monastary,9/1/16,SCL,2,120,6,Strongylocentrotus purpuratus,45
Monastary,9/1/16,SCL,2,120,6,Tonicella leneata,25
Monastary,9/1/16,SCL,2,120,6,Acmaea.mitra,18
Monastary,9/1/16,SCL,2,120,6,Acmaea.mitra,22
Monastary,9/1/16,SCL,2,120,6,Acmaea.mitra,16
Monastary,9/1/16,SCL,2,120,6,Acmaea.mitra,7
Monastary,9/1/16,SCL,2,120,6,Calliostoma.annulatum,14
Monastary,9/1/16,SCL,2,120,6,Calliostoma.annulatum,17
Monastary,9/1/16,SCL,2,120,6,Calliostoma.annulatum,18
Monastary,9/1/16,SCL,2,120,6,Calliostoma.annulatum,22
Monastary,9/1/16,SCL,2,120,6,Pomaulax.gibberosa ,36
Monastary,9/1/16,SCL,2,120,7,Tonicella leneata,14
Monastary,9/1/16,SCL,2,120,7,Tonicella leneata,18
Monastary,9/1/16,SCL,2,120,7,Tonicella lokii,23
Monastary,9/1/16,SCL,2,120,7,Tonicella lokii,20
Monastary,9/1/16,SCL,2,120,7,Calliostoma.ligatum,29
Monastary,9/1/16,SCL,2,120,7,Calliostoma.ligatum,26
Monastary,9/1/16,SCL,2,120,7,Strongylocentrotus franciscanus,68
Monastary,9/1/16,SCL,2,120,7,Strongylocentrotus franciscanus,69
Monastary,9/1/16,SCL,2,120,7,Strongylocentrotus purpuratus,44
Monastary,9/1/16,SCL,2,120,7,Strongylocentrotus purpuratus,46
Monastary,9/1/16,SCL,2,120,7,Strongylocentrotus purpuratus,35
Monastary,9/1/16,SCL,2,120,7,Strongylocentrotus purpuratus,45
Monastary,9/1/16,SCL,2,120,7,Strongylocentrotus purpuratus,23
Monastary,9/1/16,SCL,2,120,7,Strongylocentrotus purpuratus,36
Monastary,9/1/16,SCL,2,120,7,Strongylocentrotus purpuratus,37
Monastary,9/1/16,SCL,2,120,7,Strongylocentrotus purpuratus,37
Monastary,9/1/16,SCL,2,120,7,Strongylocentrotus purpuratus,44
Monastary,9/1/16,SCL,2,120,7,Strongylocentrotus purpuratus,47
Monastary,9/1/16,SCL,2,120,7,Strongylocentrotus purpuratus,51
Monastary,9/1/16,SCL,2,120,7,Acmaea.mitra,17
Monastary,9/1/16,SCL,2,120,8,Pomaulax.gibberosa ,22
Monastary,9/1/16,SCL,2,120,8,Pomaulax.gibberosa ,23
Monastary,9/1/16,SCL,2,120,8,Acmaea.mitra,16
Monastary,9/1/16,SCL,2,120,8,Calliostoma.annulatum,14
Monastary,9/1/16,SCL,2,120,8,Calliostoma.annulatum,16
Monastary,9/1/16,SCL,2,120,8,Strongylocentrotus purpuratus,21
Monastary,9/1/16,SCL,2,120,8,Strongylocentrotus purpuratus,37
Monastary,9/1/16,SCL,2,120,8,Strongylocentrotus purpuratus,51
Monastary,9/1/16,SCL,2,120,8,Strongylocentrotus purpuratus,40
Monastary,9/1/16,SCL,2,120,8,Strongylocentrotus purpuratus,38
Monastary,9/1/16,SCL,2,120,8,Strongylocentrotus purpuratus,49
Monastary,9/1/16,SCL,2,120,8,Strongylocentrotus purpuratus,41
Monastary,9/1/16,SCL,2,120,8,Strongylocentrotus purpuratus,43
Monastary,9/1/16,SCL,2,120,8,Strongylocentrotus purpuratus,33
Monastary,9/1/16,SCL,2,120,8,Tonicella leneata,23
Monastary,9/1/16,SCL,2,120,9,Strongylocentrotus purpuratus,36
Monastary,9/1/16,SCL,2,120,9,Strongylocentrotus purpuratus,38
Monastary,9/1/16,SCL,2,120,9,Strongylocentrotus purpuratus,21
Monastary,9/1/16,SCL,2,120,9,Strongylocentrotus purpuratus,44
Monastary,9/1/16,SCL,2,120,9,Strongylocentrotus purpuratus,9
Monastary,9/1/16,SCL,2,120,9,Strongylocentrotus purpuratus,40
Monastary,9/1/16,SCL,2,120,9,Strongylocentrotus purpuratus,38
Monastary,9/1/16,SCL,2,120,9,Strongylocentrotus purpuratus,49
Monastary,9/1/16,SCL,2,120,9,Tonicella leneata,18
Monastary,9/1/16,SCL,2,120,9,Tegula sp.,21
Monastary,9/1/16,SCL,2,120,9,Tegula sp.,23
Monastary,9/1/16,SCL,2,120,9,Pomaulax.gibberosa ,26
Monastary,9/1/16,SCL,2,120,9,Strongylocentrotus franciscanus,54
Monastary,9/1/16,SCL,2,120,9,Acmaea.mitra,18
Monastary,9/1/16,SCL,2,120,9,Tonicella leneata,24
Monastary,9/1/16,SCL,2,120,10,Acmaea.mitra,11
Monastary,9/1/16,SCL,2,120,10,Acmaea.mitra,8
Monastary,9/1/16,SCL,2,120,10,Calliostoma.annulatum,13
Monastary,9/1/16,SCL,2,120,10,Calliostoma.annulatum,16
Monastary,9/1/16,SCL,2,120,10,Pomaulax.gibberosa ,24
Monastary,9/1/16,SCL,2,120,10,Strongylocentrotus franciscanus,42
Monastary,9/1/16,SCL,2,120,10,Strongylocentrotus purpuratus,49
Monastary,9/1/16,SCL,2,120,10,Strongylocentrotus purpuratus,52
Monastary,9/1/16,SCL,2,120,10,Strongylocentrotus purpuratus,39
Monastary,9/1/16,SCL,2,120,10,Strongylocentrotus purpuratus,38
Monastary,9/1/16,SCL,2,120,10,Strongylocentrotus purpuratus,34
Monastary,9/1/16,SCL,2,120,10,Strongylocentrotus purpuratus,42
Monastary,9/1/16,SCL,2,120,10,Strongylocentrotus purpuratus,22
Monastary,9/1/16,SCL,2,120,10,Strongylocentrotus purpuratus,20
Monastary,9/1/16,SCL,2,120,10,Strongylocentrotus purpuratus,12
Monastary,9/1/16,SCL,2,120,11,Tonicella leneata,23
Monastary,9/1/16,SCL,2,120,11,Tonicella leneata,25
Monastary,9/1/16,SCL,2,120,11,Strongylocentrotus purpuratus,34
Monastary,9/1/16,SCL,2,120,11,Strongylocentrotus purpuratus,35
Monastary,9/1/16,SCL,2,120,11,Strongylocentrotus purpuratus,46
Monastary,9/1/16,SCL,2,120,11,Strongylocentrotus purpuratus,44
Monastary,9/1/16,SCL,2,120,11,Calliostoma.ligatum,19
Monastary,9/1/16,SCL,2,120,11,Tegula sp.,22
Monastary,9/1/16,SCL,2,120,11,Tegula sp.,23
Monastary,9/1/16,SCL,2,120,11,Tegula sp.,19
Monastary,9/1/16,SCL,2,120,11,Tegula sp.,20
Monastary,9/1/16,SCL,2,120,11,Tegula sp.,21
Monastary,9/1/16,SCL,2,120,11,Tegula sp.,21
Monastary,9/1/16,SCL,2,120,11,Pomaulax.gibberosa ,26
Monastary,9/1/16,SCL,2,120,11,Pomaulax.gibberosa ,37
Monastary,9/1/16,SCL,2,120,12,Strongylocentrotus purpuratus,34
Monastary,9/1/16,SCL,2,120,12,Strongylocentrotus purpuratus,36
Monastary,9/1/16,SCL,2,120,12,Strongylocentrotus purpuratus,41
Monastary,9/1/16,SCL,2,120,12,Strongylocentrotus purpuratus,41
Monastary,9/1/16,SCL,2,120,12,Tegula sp.,21
Monastary,9/1/16,SCL,2,120,12,Tegula sp.,17
Monastary,9/1/16,SCL,2,120,12,Tonicella lokii,28
Monastary,9/1/16,SCL,2,120,12,Tonicella lokii,31
Monastary,9/1/16,SCL,2,120,12,Acmaea.mitra,12
Monastary,9/1/16,SCL,2,120,12,Acmaea.mitra,16
Monastary,9/1/16,SCL,2,120,12,Acmaea.mitra,14
Monastary,9/1/16,SCL,2,120,12,Acmaea.mitra,13
Monastary,9/1/16,SCL,2,120,12,Acmaea.mitra,16
Monastary,9/1/16,SCL,2,120,13,Strongylocentrotus purpuratus,36
Monastary,9/1/16,SCL,2,120,13,Strongylocentrotus purpuratus,34
Monastary,9/1/16,SCL,2,120,13,Strongylocentrotus purpuratus,19
Monastary,9/1/16,SCL,2,120,13,Tegula sp.,19
Monastary,9/1/16,SCL,2,120,13,Tegula sp.,20
Monastary,9/1/16,SCL,2,120,13,Tegula sp.,14
Monastary,9/1/16,SCL,2,120,13,Acmaea.mitra,16
Monastary,9/1/16,SCL,2,120,13,Pomaulax.gibberosa ,12
Monastary,9/1/16,SCL,2,120,13,Pomaulax.gibberosa ,20
Monastary,9/1/16,SCL,2,120,13,Pomaulax.gibberosa ,13
Monastary,9/1/16,SCL,2,120,13,Pomaulax.gibberosa ,14
Monastary,9/1/16,SCL,2,120,13,Strongylocentrotus franciscanus,56
Monastary,9/1/16,SCL,2,120,13,Tonicella leneata,21
Monastary,9/1/16,SCL,2,120,14,Pomaulax.gibberosa ,14
Monastary,9/1/16,SCL,2,120,14,Pomaulax.gibberosa ,15
Monastary,9/1/16,SCL,2,120,14,Tonicella lokii,17
Monastary,9/1/16,SCL,2,120,14,Acmaea.mitra,8
Monastary,9/1/16,SCL,2,120,14,Tegula sp.,19
Monastary,9/1/16,SCL,2,120,14,Tegula sp.,19
Monastary,9/1/16,SCL,2,120,14,Calliostoma.ligatum,16
Monastary,9/1/16,SCL,2,120,14,Strongylocentrotus purpuratus,34
Monastary,9/1/16,SCL,2,120,14,Strongylocentrotus purpuratus,45
Monastary,9/1/16,SCL,2,120,15,Strongylocentrotus purpuratus,45
Monastary,9/1/16,SCL,2,120,15,Strongylocentrotus purpuratus,35
Monastary,9/1/16,SCL,2,120,15,Strongylocentrotus purpuratus,39
Monastary,9/1/16,SCL,2,120,15,Strongylocentrotus purpuratus,41
Monastary,9/1/16,SCL,2,120,15,Acmaea.mitra,8
Monastary,9/1/16,SCL,2,120,15,Acmaea.mitra,9
Monastary,9/1/16,SCL,2,120,15,Acmaea.mitra,12
Monastary,9/1/16,SCL,2,120,15,Acmaea.mitra,19
Monastary,9/1/16,SCL,2,120,15,Tegula sp.,17
Monastary,9/1/16,SCL,2,120,15,Tegula sp.,16
Monastary,9/1/16,SCL,2,120,15,Tonicella lokii,15
Stillwater,8/25/16,SCL,1,190,1,Strongylocentrotus purpuratus,47
